ID	Baso	Bmem	Bnv	CD4Tmem	CD4Tnv	CD8Tmem	CD8Tnv	Eos	Mono	NK	Neu	Treg
cg03077364	0.887818	0.85096365	0.67303308	0.9522012	0.63673703	0.9253103	0.20650268	0.78689955	0.9515482	0.91164606	0.90046096	0.95449362
cg18329839	0.81480728	0.88433152	0.97191564	0.9100784	0.9656941	0.78600452	0.3273253	0.78124408	0.9354354	0.89469753	0.88908923	0.87648443
cg07702659	0.91249436	0.92528991	0.87961984	0.7345674	0.83583431	0.59753126	0.17073381	0.93214565	0.90738443	0.89604746	0.91431221	0.68497209
cg17351376	0.84455855	0.91241492	0.82117967	0.7986841	0.58943228	0.80289675	0.18647332	0.83857708	0.81331122	0.86043331	0.76137209	0.85244815
cg13487687	0.85167941	0.96364366	0.94018636	0.960408	0.73158203	0.73093769	0.28363485	0.92738713	0.95549664	0.88378696	0.94782091	0.94621173
cg07707056	0.96910044	0.97257526	0.9643607	0.9572985	0.93563775	0.87311332	0.35720653	0.95196328	0.96930791	0.95429157	0.95813455	0.95227734
cg20697519	0.83126554	0.85428553	0.85842435	0.851791	0.79663856	0.75555792	0.37622356	0.79415223	0.8366829	0.80905635	0.83253282	0.80342256
cg04394724	0.957146	0.9491997	0.96068938	0.6337195	0.65543885	0.54706674	0.17695066	0.95294676	0.96397201	0.6319376	0.95036563	0.78226876
cg12742224	0.93955742	0.94466396	0.93425612	0.9388048	0.9144634	0.84816007	0.40056172	0.93421761	0.94024238	0.90189761	0.93723691	0.9226166
cg00644351	0.88225454	0.88222806	0.90395611	0.7788945	0.55547498	0.77579461	0.14981541	0.8917862	0.91052439	0.89042183	0.87225914	0.89186333
cg13693582	0.95016252	0.94959895	0.97074481	0.8776363	0.64177494	0.89391808	0.16626169	0.74444794	0.96606179	0.94622244	0.60284275	0.94592115
cg23172664	0.96429272	0.96653038	0.96958662	0.8209859	0.89339405	0.9621278	0.46059295	0.96736127	0.96152873	0.96659082	0.94859144	0.83445598
cg16596052	0.94354239	0.94440071	0.94555708	0.7725473	0.57681806	0.63500179	0.19381293	0.94973475	0.94544723	0.94455162	0.92566739	0.91278468
cg14027234	0.67130705	0.74313393	0.72760346	0.7492763	0.72440305	0.52041341	0.1745656	0.6072606	0.71320387	0.77210519	0.68788418	0.70951109
cg01002223	0.98389387	0.98170989	0.98362877	0.9289385	0.68968011	0.62592341	0.1443412	0.98811062	0.96968425	0.96071539	0.96881099	0.97467755
cg04928784	0.95865641	0.94152592	0.94546389	0.9071395	0.78869612	0.83775486	0.45688363	0.9570279	0.95501365	0.9508902	0.9420634	0.90153803
cg16253157	0.79848852	0.94694469	0.94916013	0.9090256	0.68050489	0.89444492	0.39432779	0.8060302	0.93299238	0.78832863	0.903998	0.92278915
cg12043508	0.69623133	0.70005208	0.80758168	0.8668117	0.84900494	0.77231885	0.2619179	0.69225644	0.74300845	0.62158232	0.71274456	0.92230017
cg16704246	0.80235438	0.92452908	0.86180117	0.8120176	0.64359228	0.7743298	0.2263451	0.81824622	0.83232262	0.82950931	0.81442771	0.5257432
cg04047276	0.88536168	0.91278133	0.93430706	0.8304732	0.84559535	0.64708831	0.22474358	0.84048786	0.91345213	0.9083115	0.88835829	0.90028729
cg16070350	0.76771864	0.71712714	0.93545204	0.7489549	0.40696375	0.42728893	0.08500235	0.84555582	0.93583912	0.91916369	0.90571553	0.67077112
cg20330224	0.96283436	0.96711081	0.95628971	0.9224731	0.63018574	0.95394767	0.32159923	0.95287923	0.95294819	0.94212681	0.94861427	0.87021154
cg02053685	0.89030585	0.91313681	0.88425353	0.8482398	0.77985464	0.89883583	0.38443052	0.9334744	0.93380891	0.70465819	0.91265899	0.93368278
cg00790439	0.86507886	0.69175363	0.91539948	0.6142695	0.52781754	0.48919883	0.18090149	0.70079457	0.80413118	0.68923387	0.54365057	0.58957155
cg26796793	0.97857529	0.98093372	0.97933102	0.9707781	0.94917851	0.81799958	0.47847277	0.98592031	0.96860987	0.96934421	0.964908	0.9799127
cg20492070	0.70334065	0.90351406	0.90701581	0.812127	0.66074242	0.45895205	0.0932782	0.83517013	0.79846657	0.4049472	0.73803004	0.87189512
cg12152193	0.67557138	0.72095	0.72385191	0.6563778	0.62089832	0.5128526	0.15782377	0.62096221	0.66830466	0.61320979	0.63448726	0.50441595
cg16780406	0.93805722	0.82029319	0.94283053	0.9198837	0.55806581	0.65678848	0.17441213	0.92575546	0.95708076	0.66627469	0.91969895	0.93597427
cg06419846	0.96079177	0.9462015	0.96804782	0.9103849	0.90118371	0.57520261	0.27079844	0.95806889	0.9595752	0.95438721	0.94343285	0.91537298
cg18844901	0.95432286	0.9429064	0.9588302	0.8847972	0.7568578	0.78411171	0.41436905	0.95066788	0.94319548	0.94250624	0.94458581	0.91580601
cg19792099	0.92548416	0.82548012	0.92407971	0.6371221	0.55373059	0.73843074	0.25815347	0.94098905	0.94905388	0.60005642	0.94239064	0.56076175
cg14110920	0.94928211	0.93781816	0.96014258	0.748477	0.6584626	0.65491204	0.29284705	0.95001205	0.95037079	0.88852655	0.93946401	0.78026083
cg21631387	0.9425906	0.93329659	0.96158807	0.4666357	0.4787481	0.86776912	0.11944123	0.92465642	0.93484379	0.95074583	0.92691413	0.44752071
cg20560862	0.7084373	0.80651332	0.97725279	0.7429895	0.70696588	0.70998627	0.35542876	0.73472208	0.80215262	0.82238386	0.67620213	0.6987964
cg17445453	0.94579931	0.95298683	0.94523928	0.9041796	0.66126003	0.90377745	0.3769878	0.94886935	0.95015194	0.94094345	0.93682544	0.89928379
cg02865554	0.9501207	0.95462676	0.9505612	0.9039897	0.91302457	0.90891007	0.6167758	0.93523352	0.93488031	0.91689428	0.92009371	0.93267474
cg07756788	0.9058678	0.77139524	0.94003774	0.4744671	0.4279537	0.459895	0.12477098	0.93054386	0.90801484	0.81245959	0.90982407	0.40188929
cg09799856	0.93696499	0.95884654	0.95704848	0.9511779	0.79292836	0.91669721	0.48428747	0.86285356	0.93452999	0.78624363	0.91396842	0.92867548
cg17829179	0.92847431	0.90378809	0.95185948	0.5841765	0.70828769	0.49795267	0.20105883	0.94863516	0.93768178	0.54535739	0.92912469	0.71930541
cg25235205	0.89962641	0.84919284	0.91420816	0.681512	0.54715541	0.40381198	0.12738493	0.87925458	0.90070519	0.89113779	0.87175737	0.58146656
cg11020586	0.97345812	0.96797674	0.9767994	0.9527315	0.85328028	0.94963416	0.46130967	0.95741173	0.96249759	0.94266064	0.93719403	0.9588558
cg20587232	0.92156172	0.9575951	0.95008372	0.947656	0.85920942	0.90561613	0.57583929	0.92973112	0.92499375	0.93527292	0.92511306	0.93560026
cg04249416	0.92943058	0.93967508	0.95609664	0.874277	0.47533713	0.62844512	0.1800465	0.9373782	0.94383647	0.92179719	0.93120461	0.8402746
cg19764973	0.96781029	0.96968838	0.9708024	0.9734961	0.95385358	0.95740368	0.96209155	0.0515613	0.96004566	0.96341948	0.91435558	0.96435887
cg24818060	0.96737179	0.97450433	0.98225047	0.9781726	0.97871625	0.97345468	0.98122462	0.04463681	0.95059107	0.96332856	0.90170719	0.9796235
cg06421734	0.89013488	0.97871944	0.97528997	0.9516486	0.98192252	0.97452134	0.97406854	0.0671576	0.9669489	0.97258326	0.92873484	0.98468704
cg11649969	0.94555553	0.9829985	0.97750951	0.9654249	0.97329701	0.97000695	0.95913229	0.02699484	0.94722648	0.96320953	0.90337545	0.96987873
cg04148640	0.95016637	0.97648522	0.9655567	0.9509666	0.95080557	0.94598854	0.95536382	0.07660125	0.9501833	0.95869133	0.91871444	0.93081824
cg01355027	0.90876944	0.94131866	0.97531289	0.9158581	0.96521207	0.91408099	0.95881925	0.0495637	0.9458689	0.9421348	0.89218411	0.90969158
cg15301710	0.96095418	0.9792118	0.9789015	0.9689579	0.97309292	0.97652224	0.97368988	0.02540284	0.9706329	0.97081105	0.84277483	0.98083773
cg01511347	0.87157765	0.97151938	0.95595541	0.9802947	0.97520727	0.97419022	0.96167645	0.06302571	0.95331817	0.9479597	0.9311051	0.96965385
cg17960717	0.95241483	0.97524112	0.97507893	0.9804895	0.97271149	0.97414302	0.97111352	0.09989879	0.96281603	0.96759442	0.89338639	0.97108842
cg00006459	0.83262055	0.92967717	0.97700142	0.9348842	0.96682755	0.94177224	0.96450223	0.02785286	0.94440378	0.92219082	0.89273329	0.9536937
cg15873326	0.94645928	0.92985198	0.97454998	0.9363398	0.96161487	0.90999067	0.96126321	0.0675526	0.96089118	0.94230499	0.92170345	0.91248735
cg11668148	0.93664969	0.94651921	0.94234334	0.8647245	0.90659073	0.85301435	0.90627041	0.02831505	0.9257033	0.9256808	0.84123165	0.83165512
cg09596645	0.92696456	0.88068334	0.95460404	0.9187469	0.93636101	0.89083465	0.94577305	0.05457988	0.9556357	0.94200925	0.89725714	0.80592558
cg08538069	0.81977545	0.92862419	0.97869237	0.8785429	0.96209938	0.88090517	0.94629313	0.01872976	0.95837772	0.93475799	0.87685391	0.83930646
cg02233915	0.83896199	0.93115252	0.96795036	0.9433891	0.96553374	0.91263708	0.97045827	0.03043452	0.88972018	0.92403048	0.89686294	0.9134189
cg22106847	0.97446464	0.97570103	0.95999852	0.9755618	0.98089516	0.9726608	0.98156522	0.09670543	0.95483781	0.95614882	0.85595047	0.98192845
cg07033790	0.92595348	0.96739681	0.97310136	0.967977	0.9695074	0.96025193	0.97205304	0.125497	0.95747088	0.94118082	0.8999125	0.95129151
cg05840984	0.84322957	0.97081082	0.97637241	0.974826	0.97509074	0.97675364	0.96981935	0.06345188	0.9599784	0.94686238	0.91371891	0.97789958
cg10220104	0.8625358	0.97632468	0.98279819	0.953132	0.97085869	0.94369585	0.96790109	0.04539631	0.96312206	0.94706929	0.92439222	0.91990816
cg17030380	0.81428173	0.97250961	0.98148047	0.9449225	0.96745439	0.93750786	0.9803158	0.01784161	0.97128146	0.95746586	0.81845539	0.87328061
cg02803925	0.95928405	0.97593379	0.96936453	0.9465336	0.97823398	0.96854907	0.98288518	0.03722941	0.97232169	0.96989769	0.84768375	0.97834572
cg14084609	0.94736829	0.95996867	0.96850178	0.9406273	0.9570366	0.96040699	0.97345313	0.09441926	0.96825348	0.96100618	0.93027553	0.94340942
cg16909341	0.81849445	0.84524962	0.91637864	0.9169889	0.95274935	0.83266898	0.94107384	0.03591735	0.89126191	0.89056578	0.82938266	0.89385355
cg05736642	0.96042506	0.97909493	0.97765415	0.9789566	0.96580031	0.96912142	0.96418197	0.04033428	0.96912982	0.96751386	0.85439332	0.96868291
cg13531735	0.84035539	0.97607554	0.97914425	0.980835	0.98102317	0.96747135	0.95317027	0.07342841	0.84993631	0.97153052	0.90733472	0.96798514
cg01404879	0.85477793	0.95374504	0.97621689	0.9466774	0.96094654	0.91687711	0.95665292	0.09297486	0.95089419	0.93980572	0.88288319	0.90711724
cg21503771	0.83629258	0.96687127	0.94668549	0.9425651	0.9489289	0.95725671	0.92698396	0.03533673	0.93334591	0.93368966	0.88645379	0.91082373
cg15662508	0.92678077	0.97072763	0.96453408	0.9587296	0.95053794	0.95547498	0.94829272	0.0221681	0.94514727	0.89987942	0.781079	0.95221028
cg05906696	0.85457269	0.971177	0.94891886	0.9751486	0.97534551	0.96558345	0.95195481	0.0600955	0.95984506	0.85654375	0.89986911	0.97463556
cg09803743	0.96890239	0.9399833	0.97328572	0.9495048	0.96407715	0.91349008	0.95685112	0.03263187	0.95281317	0.94980498	0.82147088	0.92508901
cg12910830	0.80565424	0.96130625	0.94592287	0.962631	0.95427647	0.97076245	0.96844001	0.03784662	0.95639367	0.95866641	0.87994775	0.97766279
cg15090899	0.96976067	0.96329335	0.95347969	0.9805251	0.98047324	0.97962034	0.97194346	0.02030667	0.93679626	0.80675737	0.77118312	0.97975007
cg22034357	0.78589073	0.94959324	0.92884808	0.8706784	0.9297362	0.81394485	0.91479867	0.03433255	0.87084621	0.89325958	0.80359005	0.81792113
cg17105176	0.83774124	0.97314623	0.96754058	0.9638615	0.95850173	0.95528307	0.95283084	0.03890935	0.95688195	0.96122971	0.90665226	0.95192968
cg24732344	0.95524906	0.96241126	0.95215609	0.9829496	0.96841061	0.97441341	0.97796843	0.1081269	0.93910318	0.96032446	0.94277393	0.97708361
cg15997319	0.83840815	0.96995164	0.98265642	0.9676272	0.97894299	0.95259734	0.96046597	0.02419772	0.93705971	0.95065598	0.80345691	0.98461254
cg09010228	0.84489999	0.88164547	0.97399496	0.9392062	0.97048458	0.91045851	0.96290448	0.04454205	0.87564466	0.93487862	0.78223192	0.94864293
cg11262246	0.83741256	0.96030152	0.95935596	0.9724912	0.97406164	0.96863981	0.96834168	0.03039159	0.955268	0.94852406	0.77364328	0.9597326
cg05089849	0.91074655	0.90905825	0.95730713	0.9270204	0.97305241	0.90067586	0.97064062	0.14822187	0.94897407	0.9484288	0.88839101	0.85234015
cg22954836	0.94884352	0.94180624	0.9512164	0.9682569	0.96087331	0.96199409	0.95778852	0.06097888	0.96320724	0.96141094	0.85326687	0.93228442
cg02179849	0.92047356	0.95481288	0.95603032	0.9504493	0.9464452	0.89838921	0.94745106	0.02482822	0.93505898	0.92175912	0.80877704	0.95471842
cg25293601	0.93887845	0.96545571	0.97157205	0.9846718	0.98335422	0.98156202	0.97995914	0.04330076	0.87872495	0.96578994	0.83537195	0.98469562
cg24057263	0.95254111	0.96758777	0.94907216	0.9532346	0.9605032	0.95551639	0.96242365	0.01828247	0.72633638	0.902485	0.76840731	0.96047619
cg01048814	0.93757855	0.97586672	0.96476946	0.9650718	0.96161872	0.96069727	0.96313741	0.2054731	0.95972903	0.95619553	0.9091032	0.96127501
cg08077807	0.73459613	0.97232371	0.97211326	0.9542028	0.9621631	0.92306233	0.952712	0.02408354	0.95998316	0.86681698	0.92054218	0.91831818
cg00637085	0.90929375	0.93402598	0.97171566	0.9418924	0.96805769	0.9493734	0.96710988	0.12449659	0.95352066	0.94770505	0.8752452	0.86759683
cg17542165	0.82135682	0.95871437	0.97484082	0.9763486	0.96978403	0.97450103	0.97835918	0.01760571	0.97373596	0.93073736	0.89236495	0.97566389
cg13123707	0.85791717	0.96168324	0.96564048	0.9556547	0.96451404	0.95574783	0.96096174	0.04047335	0.9612951	0.96008276	0.89927296	0.95014196
cg26156120	0.89482777	0.95807886	0.95614592	0.9694096	0.96381342	0.96061838	0.95736752	0.1723728	0.9291129	0.95692648	0.88873223	0.95568031
cg18852698	0.86438422	0.94351455	0.94625556	0.9380056	0.92391612	0.91570211	0.91109676	0.10809007	0.94049818	0.92831014	0.8713547	0.91348411
cg18629096	0.97470802	0.96561761	0.93648672	0.9779037	0.97393427	0.95890211	0.96924492	0.97510949	0.95400482	0.06047355	0.92651126	0.98091633
cg27274718	0.95321588	0.96606816	0.95944255	0.9608984	0.94811448	0.94453281	0.9515483	0.94826674	0.94342843	0.08376421	0.93969104	0.95559636
cg05875239	0.94480172	0.89407107	0.89542556	0.9518836	0.96520473	0.91641801	0.96238592	0.93143313	0.91256939	0.0639511	0.92187547	0.93369797
cg13617280	0.89497364	0.92907681	0.96552727	0.9750802	0.97148766	0.92735084	0.95910084	0.94019806	0.95466741	0.07248001	0.89801053	0.96307238
cg24410690	0.96102824	0.95625546	0.97659725	0.9866818	0.98768906	0.96914827	0.9860635	0.96931623	0.947451	0.13048922	0.93525422	0.96825914
cg05355684	0.95948171	0.97079334	0.97660362	0.9437436	0.95137613	0.89709088	0.94560986	0.95484914	0.96260638	0.08182147	0.94375819	0.91591185
cg18584272	0.9790271	0.98106684	0.98068549	0.9799589	0.98187889	0.9395419	0.96441023	0.98383368	0.97309183	0.15271571	0.96742829	0.97010721
cg18546155	0.96490063	0.96846378	0.95619639	0.9582256	0.95565484	0.84297622	0.94847884	0.96762377	0.96311869	0.11573101	0.96232194	0.97365479
cg26275360	0.94395287	0.8623907	0.93467346	0.8935337	0.94844942	0.79610899	0.93211345	0.95291072	0.93638823	0.06233222	0.94380534	0.90577883
cg14563201	0.96034771	0.89020422	0.96060288	0.950376	0.97748441	0.86887989	0.95480858	0.96927575	0.9628179	0.11219705	0.95203019	0.91910547
cg08326410	0.95946171	0.96895334	0.97166214	0.9530355	0.94499917	0.89844781	0.94324656	0.97172265	0.96609014	0.08256463	0.95771342	0.96302994
cg02855870	0.94561743	0.97192808	0.95410172	0.9669042	0.93899835	0.95614658	0.94355167	0.95774185	0.95111754	0.17568146	0.93695613	0.96333144
cg15956469	0.96632749	0.95988221	0.96099507	0.9591687	0.95128127	0.86841282	0.92681337	0.95505428	0.95021825	0.1256344	0.93599085	0.93649875
cg27040968	0.94935065	0.89959711	0.90964447	0.9178017	0.93234276	0.88915473	0.89726364	0.96332097	0.92043727	0.11655823	0.91942636	0.8736732
cg10206039	0.93758882	0.96059771	0.95423046	0.9541533	0.92571064	0.94411626	0.94450144	0.95139838	0.94963241	0.20767285	0.9436933	0.94278807
cg09932794	0.95385832	0.95219712	0.96772676	0.9660628	0.96567865	0.87667569	0.94636117	0.96928224	0.94662122	0.13165746	0.93989095	0.95884026
cg09304968	0.94006631	0.95882442	0.95538249	0.9454047	0.92999769	0.92038426	0.93515042	0.96194612	0.95198371	0.18407964	0.94199571	0.92957948
cg00949861	0.87479598	0.88704802	0.93398227	0.9214242	0.95248927	0.81247154	0.9445428	0.89100811	0.90427194	0.0592646	0.8888823	0.90995182
cg02847139	0.94854707	0.97620639	0.97224085	0.9701334	0.97537248	0.96654023	0.96571887	0.95004781	0.95738963	0.20076234	0.94705719	0.96889959
cg25386954	0.92177781	0.91337117	0.9430647	0.9275794	0.93111205	0.83545171	0.93735977	0.89693271	0.91411731	0.1229479	0.90659208	0.93320225
cg04737115	0.96589294	0.97281167	0.97231095	0.9816137	0.96346617	0.93919535	0.95956745	0.9679446	0.96110861	0.19809415	0.96448914	0.98748081
cg03368758	0.94913864	0.9262614	0.94894927	0.9732528	0.96816731	0.96568279	0.94777025	0.90967274	0.92772942	0.19894492	0.92009595	0.94774638
cg14058851	0.74804345	0.97071346	0.95803245	0.9612564	0.94178298	0.92937162	0.94115024	0.88039342	0.83716546	0.0640506	0.78325859	0.94234454
cg23369683	0.89243719	0.98210194	0.95210463	0.9753014	0.98879306	0.94418609	0.97013943	0.95185005	0.95345752	0.21691319	0.93971379	0.9813382
cg14047092	0.970315	0.96987163	0.96961785	0.9185707	0.94491667	0.73615431	0.92427209	0.9710509	0.95561746	0.06177844	0.94366475	0.90503895
cg27495654	0.9406683	0.95549063	0.9512538	0.9303311	0.91584296	0.84913331	0.91092478	0.94346541	0.93518813	0.12459406	0.93250804	0.92227225
cg22829007	0.96692757	0.98020149	0.9707429	0.9798488	0.96604954	0.96701455	0.96471208	0.97378526	0.96260439	0.24572996	0.95683399	0.97268738
cg16995933	0.84145885	0.86178328	0.96516157	0.9230108	0.96833198	0.78872594	0.93761081	0.87027265	0.92077075	0.07421437	0.8486473	0.91877059
cg01416168	0.96128805	0.95441395	0.97787452	0.9479149	0.96508415	0.77879043	0.96853633	0.9623979	0.95621671	0.10532324	0.95607863	0.93413873
cg08530578	0.92275321	0.94287197	0.88746545	0.9400488	0.9119969	0.93022118	0.91604344	0.90697089	0.93820361	0.1384172	0.92146783	0.93259911
cg07543798	0.97510035	0.9832734	0.97867204	0.9796705	0.97651184	0.97620501	0.97309633	0.98542577	0.9743906	0.25418032	0.96892051	0.98277876
cg12851731	0.94119378	0.94995532	0.92306149	0.9567936	0.93611997	0.92738742	0.91633166	0.9448243	0.94159959	0.21958316	0.93082481	0.924555
cg15646529	0.87532278	0.96822019	0.9157686	0.9657462	0.95960971	0.90194672	0.95860402	0.92679123	0.85083366	0.11769457	0.85408386	0.97559425
cg03538296	0.97394949	0.95656177	0.95500399	0.9512103	0.97239577	0.79901094	0.94581309	0.96906057	0.96338088	0.05015548	0.956133	0.93909912
cg13257250	0.98137771	0.9627772	0.95398345	0.9758799	0.95938292	0.87003898	0.96128216	0.97569394	0.97209581	0.13597638	0.96975611	0.97405004
cg17211761	0.89390659	0.89382412	0.89303666	0.9096035	0.90450091	0.8675387	0.9072226	0.91646466	0.8856106	0.14868113	0.89385707	0.85657596
cg18948661	0.94856107	0.91401421	0.95247038	0.864528	0.93259882	0.83633164	0.89915826	0.95792689	0.94868679	0.10830229	0.91876938	0.89035498
cg13598219	0.93124868	0.97423463	0.98449236	0.9810885	0.98196353	0.93682618	0.97547758	0.92528293	0.95517214	0.29409378	0.94998792	0.98326612
cg22668643	0.9809086	0.97568691	0.97501445	0.9753678	0.97333884	0.94599212	0.96607772	0.97916222	0.97667837	0.30606118	0.97050173	0.98000587
cg09134152	0.93380789	0.90828716	0.93779154	0.9205817	0.91747196	0.84390009	0.90587607	0.9346848	0.89585837	0.19763533	0.92001784	0.91538534
cg21180201	0.84113845	0.75916281	0.94321626	0.8740079	0.9366306	0.81705752	0.95197379	0.90086454	0.92757035	0.06816773	0.91577011	0.93002812
cg08907176	0.96591187	0.9697642	0.95886099	0.9630555	0.9581838	0.96080568	0.96523879	0.88893045	0.95573491	0.24410244	0.94012865	0.96390671
cg03559700	0.92193604	0.88066774	0.94628965	0.8808786	0.92238485	0.81569701	0.91516993	0.93854252	0.92522709	0.13058919	0.93192944	0.82689849
cg21275838	0.93013554	0.9497212	0.95017954	0.9787473	0.96986152	0.96072183	0.96561775	0.9514071	0.95130173	0.2378477	0.95253751	0.97010758
cg05508074	0.90474316	0.95040996	0.97163241	0.9456555	0.96452873	0.91979355	0.96563867	0.9515318	0.94172085	0.23792914	0.93059215	0.93021239
cg18857340	0.98661935	0.98712275	0.9822609	0.9838119	0.97586014	0.97747794	0.98000366	0.98072676	0.97822491	0.27541573	0.97250774	0.97998267
cg12973514	0.98860248	0.97702474	0.98471581	0.9868406	0.98903338	0.95481079	0.97883002	0.9867084	0.9753845	0.29643659	0.97778216	0.98862923
cg16360310	0.83577553	0.84536951	0.90878377	0.8945296	0.88132752	0.84370982	0.89280967	0.81917945	0.90104714	0.15008811	0.84763324	0.85743422
cg24137511	0.96382642	0.9745272	0.97530845	0.9610364	0.96586885	0.92527503	0.96110631	0.97801524	0.96913364	0.25819692	0.96125588	0.95810952
cg16316183	0.82578296	0.94976277	0.96892315	0.9686047	0.96913543	0.91627715	0.9533794	0.8724315	0.91779738	0.07782805	0.75636232	0.96495401
cg25600606	0.96890332	0.98336895	0.97511191	0.9760924	0.97543042	0.97541407	0.96489081	0.88635327	0.93393557	0.96377133	0.11233098	0.97403312
cg18646784	0.97684516	0.98376829	0.9855615	0.9783388	0.98628686	0.977718	0.9822882	0.93802149	0.93605775	0.96913641	0.1346392	0.97820101
cg05956380	0.97870073	0.98438252	0.98757961	0.9856185	0.98819534	0.98666115	0.98179683	0.91130832	0.96641133	0.97385559	0.14720799	0.9902218
cg16683571	0.96561994	0.97723626	0.97080258	0.9723206	0.97845427	0.97203818	0.95974554	0.90405972	0.95650025	0.9667345	0.1710939	0.97913101
cg18330536	0.97458134	0.98495495	0.98466196	0.9631479	0.96390081	0.9609825	0.950247	0.88747787	0.85413529	0.96528473	0.1188815	0.96940102
cg17781418	0.96388276	0.96956053	0.96393738	0.9779807	0.96350446	0.9809344	0.98112451	0.9244565	0.95537547	0.9610635	0.12793331	0.98209695
cg13468144	0.97801999	0.98103774	0.96197365	0.917697	0.93607292	0.94538286	0.95145893	0.86029786	0.96341474	0.95792858	0.08696286	0.95308018
cg26849760	0.95665407	0.94863464	0.96511811	0.932602	0.94979533	0.90731981	0.94155953	0.93246493	0.85322115	0.95095445	0.09516552	0.91702331
cg23338668	0.94262917	0.97164043	0.96924781	0.8985949	0.95927196	0.90308358	0.95216587	0.95550061	0.92580679	0.96222777	0.1170969	0.93194014
cg13155300	0.95739491	0.96564832	0.96564589	0.9528627	0.94727246	0.95245205	0.91889632	0.86113334	0.95096747	0.9542708	0.12389311	0.94054789
cg24392753	0.96080285	0.98063075	0.97702262	0.9698998	0.96149665	0.9725409	0.97117078	0.95820903	0.88328029	0.96324514	0.11852125	0.97048495
cg22400420	0.94834723	0.94819848	0.94541502	0.9348518	0.94164659	0.89702441	0.94736242	0.92995926	0.92784414	0.92531083	0.13927728	0.90053118
cg10934870	0.9631062	0.88770515	0.95909693	0.9005173	0.90395244	0.89047332	0.9263996	0.96704204	0.87573293	0.93781582	0.12440881	0.91575239
cg14095610	0.98804879	0.98451749	0.98102965	0.9841749	0.98801667	0.97303085	0.97523478	0.9406933	0.96273996	0.97927093	0.25445401	0.98400327
cg01923724	0.94606406	0.91046538	0.96048654	0.9121539	0.93341338	0.89505653	0.92539229	0.87909337	0.91660898	0.90547726	0.1348821	0.9109584
cg06500418	0.95238768	0.95422597	0.96685337	0.9209474	0.95761609	0.94775323	0.95585202	0.9294886	0.89076371	0.9471697	0.10766969	0.91289579
cg04179951	0.9649075	0.95044527	0.96769515	0.9393311	0.96122609	0.93808401	0.9490612	0.90834512	0.93686971	0.95200556	0.15613276	0.94158785
cg16597887	0.93264239	0.92932543	0.94769956	0.9063798	0.93654307	0.88899614	0.92081081	0.9362392	0.84640196	0.93336407	0.14042501	0.84552593
cg04036920	0.97267733	0.97934051	0.97892071	0.964635	0.97503461	0.94632465	0.96262793	0.95426924	0.91155481	0.96150403	0.23004098	0.97330431
cg15715903	0.91488254	0.96022119	0.96290316	0.9516492	0.93719782	0.93660726	0.93229057	0.88655792	0.8348074	0.92690226	0.09392061	0.9444147
cg01701207	0.97603621	0.97226421	0.95963746	0.975398	0.95949442	0.98090578	0.96066598	0.89716262	0.90720179	0.95855935	0.13550983	0.97754911
cg08218512	0.96764461	0.98649637	0.99109164	0.9775462	0.98618115	0.96241829	0.98175133	0.91724591	0.96678182	0.95985749	0.1857872	0.98156456
cg07619820	0.94541305	0.95242767	0.95406507	0.9578025	0.96574657	0.93787516	0.93785569	0.80433896	0.92281496	0.94994902	0.11490234	0.97111258
cg01699630	0.95613074	0.94541859	0.96033869	0.9271728	0.93321524	0.8968634	0.92512895	0.80309618	0.94617243	0.93857428	0.11677864	0.92702062
cg25790531	0.94774661	0.96133295	0.94267981	0.9308464	0.95010997	0.93814925	0.93022633	0.89644752	0.91169341	0.9155564	0.18358413	0.91408977
cg19619956	0.88681997	0.93980981	0.96710857	0.9267835	0.93398547	0.91047395	0.93287998	0.83570154	0.92467179	0.93180645	0.18670306	0.90866229
cg26396370	0.90778566	0.94473363	0.9497065	0.9660857	0.90001897	0.9546575	0.8929839	0.80642772	0.83450056	0.93138691	0.15137413	0.96639135
cg05170732	0.96906054	0.9457225	0.97396761	0.9294031	0.96774155	0.85875789	0.95617659	0.94500369	0.78964265	0.96347343	0.11508135	0.88428501
cg08091050	0.86484068	0.89187626	0.93805092	0.944229	0.93713928	0.93312675	0.92976457	0.87228451	0.82789188	0.90102789	0.18082001	0.88435366
cg09622624	0.95451573	0.92449194	0.97458353	0.8759836	0.96287146	0.83024493	0.93555505	0.93885888	0.91357179	0.9392894	0.15167889	0.78360559
cg02379348	0.94124961	0.94139292	0.9291031	0.9468517	0.94328573	0.94458393	0.95215305	0.88965489	0.83438726	0.93234718	0.13667307	0.93157349
cg25576801	0.92115397	0.9186298	0.94867163	0.8559551	0.95903484	0.81004067	0.9109907	0.89668151	0.92781409	0.9011486	0.09432592	0.81316648
cg27393431	0.98062032	0.9485058	0.97335147	0.9754468	0.9816795	0.97331472	0.98348277	0.94925137	0.95884328	0.97156778	0.32304261	0.98961206
cg09601944	0.94853669	0.97223405	0.96837126	0.9553438	0.96492534	0.91197734	0.95809767	0.81559498	0.79356028	0.93956326	0.12035133	0.95613174
cg24131359	0.90654596	0.93626092	0.92785188	0.9383585	0.9351014	0.9198753	0.92939335	0.91301331	0.91027905	0.91185433	0.21681198	0.94768819
cg26979142	0.94187232	0.96735259	0.97589929	0.9666383	0.9651455	0.95015374	0.96268182	0.76370603	0.86416858	0.95975355	0.11840767	0.94487568
